10013,8,Loyola College,16,Bachelor of Arts,2016,Psychology,"Banfield, the Pet Hospital",Levittown,NY,Veterinary Assistant
10013,8,Loyola College,16,Bachelor of Arts,2016,Psychology,Loyola College,Baltimore,MD,Student Recycling Coordinator
100132,4,University of Hawaii - West Oahu,16,Bachelor of Arts,4001 4102,Accounting & Finance,Abbott Diabetes Care,Alameda,CA,Analyst
100132,4,University of Hawaii - West Oahu,16,Bachelor of Arts,4001 4102,Accounting & Finance,"CVS/ Longs Drugs Stores, Inc",Antioch,CA,Accounting Manager
100132,4,University of Hawaii - West Oahu,16,Bachelor of Arts,4001 4102,Accounting & Finance,"Temple-Inland, Inc. / Inland Paperboard & Packaging, Inc",Union City,CA,Accounting Manager
100132,5,Los Angeles City College,14,Associates of Arts,4201,Business Management,Abbott Diabetes Care,Alameda,CA,Analyst
100132,5,Los Angeles City College,14,Associates of Arts,4201,Business Management,"CVS/ Longs Drugs Stores, Inc",Antioch,CA,Accounting Manager
100132,5,Los Angeles City College,14,Associates of Arts,4201,Business Management,"Temple-Inland, Inc. / Inland Paperboard & Packaging, Inc",Union City,CA,Accounting Manager
100205,3,Bowling Green State University,16,Bachelor of Science,4,Education,Goodtime Lake Erie Cruises,Sandusky,Ohio,"Office worker, Bartender, Deckhand"
100205,3,Bowling Green State University,16,Bachelor of Science,4,Education,Perkins High School,Sandusky,Ohio,Junior Varsity Head Basketball Coach
1002348,6,WEST VIRGINIA UNIVERSITY,16,Bachelor of Science,4201,Business Administration,BELOMAR REGIONAL COUNCIL,Wheeling,WV,Monitor
1002348,6,WEST VIRGINIA UNIVERSITY,16,Bachelor of Science,4201,Business Administration,"THOMAS R. CLARK, CPA",Wheeling,WV,Sole Practitioner
1002348,6,WEST VIRGINIA UNIVERSITY,16,Bachelor of Science,4201,Business Administration,"LAFRANCE, WALKER, JACKLEY & SAVILLE, LLP",Bridgeville,PA,Senior Staff Accountant
1002348,6,WEST VIRGINIA UNIVERSITY,16,Bachelor of Science,4201,Business Administration,"POSITECH INTERNATIONAL, INC. AND PMG, Inc",Wheeling,WV,Corporate Controller
1002348,6,WEST VIRGINIA UNIVERSITY,16,Bachelor of Science,4201,Business Administration,LOUIS J. COSTANZO & ASSOCIATES,Wheeling,WV,Staff Accountant
1002348,7,MARSHALL UNIVERSITY,16,Bachelor of Arts,2404,Music Education,BELOMAR REGIONAL COUNCIL,Wheeling,WV,Monitor
1002348,7,MARSHALL UNIVERSITY,16,Bachelor of Arts,2404,Music Education,"THOMAS R. CLARK, CPA",Wheeling,WV,Sole Practitioner
1002348,7,MARSHALL UNIVERSITY,16,Bachelor of Arts,2404,Music Education,"LAFRANCE, WALKER, JACKLEY & SAVILLE, LLP",Bridgeville,PA,Senior Staff Accountant
1002348,7,MARSHALL UNIVERSITY,16,Bachelor of Arts,2404,Music Education,"POSITECH INTERNATIONAL, INC. AND PMG, Inc",Wheeling,WV,Corporate Controller
1002348,7,MARSHALL UNIVERSITY,16,Bachelor of Arts,2404,Music Education,LOUIS J. COSTANZO & ASSOCIATES,Wheeling,WV,Staff Accountant
100294,4,Gannon University,18,Master of Science,0402 0404,Computer and Information Science,Ameridrives International LLC,Erie,PA,Application Developer
100294,4,Gannon University,18,Master of Science,0402 0404,Computer and Information Science,Erie Insurance Group,Erie,PA,Software Developer
100294,4,Gannon University,18,Master of Science,0402 0404,Computer and Information Science,Gannon University,Erie,PA,Web developer/ Application Developer
100294,5,Swami Ramananda Tirtha Institute of Science and Technology,16,Bachelor of Computer,0502 1699,Science and Engineering,Ameridrives International LLC,Erie,PA,Application Developer
100294,5,Swami Ramananda Tirtha Institute of Science and Technology,16,Bachelor of Computer,0502 1699,Science and Engineering,Erie Insurance Group,Erie,PA,Software Developer
100294,5,Swami Ramananda Tirtha Institute of Science and Technology,16,Bachelor of Computer,0502 1699,Science and Engineering,Gannon University,Erie,PA,Web developer/ Application Developer
100391,4,University of Phoenix,16,Bachelor's Degree,4001,Accounting,Animal Welfare League,Chicago Ridge,IL.,Receptionist/Cashier
100391,4,University of Phoenix,16,Bachelor's Degree,4001,Accounting,"Hanna, Zappa and Polz, Inc",Westchester,IL,Administrative Assistant
100391,4,University of Phoenix,16,Bachelor's Degree,4001,Accounting,United Armored Services,Broadview,IL,Data Entry Review Clerk
100391,5,University of Phoenix,14,Associate's Degree,4001,Accounting,Animal Welfare League,Chicago Ridge,IL.,Receptionist/Cashier
100391,5,University of Phoenix,14,Associate's Degree,4001,Accounting,"Hanna, Zappa and Polz, Inc",Westchester,IL,Administrative Assistant
100391,5,University of Phoenix,14,Associate's Degree,4001,Accounting,United Armored Services,Broadview,IL,Data Entry Review Clerk
10041,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Greater New York Hospital Association,New York,NY,Consultant
10041,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Robert Wood Johnson University Hospital,New Brunswick,New Jersey,Materials Coordinator
10041,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Passaic Beth Israel Regional Medical Center,Passaic,New Jersey,Anesthesia Technician
10041,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Hospital Center,Orange,New Jersey,Materials Manager
10041,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Modern Medical Systems,Farmingdale,New York,Technical Sales Account Manager
10041,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,University of Medicine & Dentistry of New Jersey,Newark,New Jersey,Materials Manager
100452,7,University of Colorado,18,M.A,2005,Counseling Psychology,Boulder Driving Academy,Boulder,Colorado,Office Manager
100452,7,University of Colorado,18,M.A,2005,Counseling Psychology,Safehouse Progressive Alliance for Nonviolence,Boulder,Colorado,Volunteer Counselor and Advocate
100452,7,University of Colorado,18,M.A,2005,Counseling Psychology,Boulder County Public Health,Boulder,Colorado,Volunteer Coordinator
100452,7,University of Colorado,18,M.A,2005,Counseling Psychology,A-Ability Glass,Boulder,Colorado,Sales Coordinator and Customer Service Representative
100452,7,University of Colorado,18,M.A,2005,Counseling Psychology,StorageTek,Louisville,Colorado,Intern
100452,7,University of Colorado,18,M.A,2005,Counseling Psychology,WSOC-TV News,Charlotte,North Carolina,Producer
100452,8,Dartmouth College,16,B.A,5101,Interdisciplinary,Boulder Driving Academy,Boulder,Colorado,Office Manager
100452,8,Dartmouth College,16,B.A,5101,Interdisciplinary,Safehouse Progressive Alliance for Nonviolence,Boulder,Colorado,Volunteer Counselor and Advocate
100452,8,Dartmouth College,16,B.A,5101,Interdisciplinary,Boulder County Public Health,Boulder,Colorado,Volunteer Coordinator
100452,8,Dartmouth College,16,B.A,5101,Interdisciplinary,A-Ability Glass,Boulder,Colorado,Sales Coordinator and Customer Service Representative
100452,8,Dartmouth College,16,B.A,5101,Interdisciplinary,StorageTek,Louisville,Colorado,Intern
100452,8,Dartmouth College,16,B.A,5101,Interdisciplinary,WSOC-TV News,Charlotte,North Carolina,Producer
10048,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Greater New York Hospital Association,New York,NY,Consultant
10048,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Robert Wood Johnson University Hospital,New Brunswick,New Jersey,Materials Coordinator
10048,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Passaic Beth Israel Regional Medical Center,Passaic,New Jersey,Anesthesia Technician
10048,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Hospital Center,Orange,New Jersey,Materials Manager
10048,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,Modern Medical Systems,Farmingdale,New York,Technical Sales Account Manager
10048,7,"Rutgers, The State University of New Jersey",16,Bachelor of Science,4201,Management,University of Medicine & Dentistry of New Jersey,Newark,New Jersey,Materials Manager
100489,3,Troy University,16,Bachelor of Science,0703 4399,Mathematics/Business,"The Blue Plate, Inc",Dothan,AL,Office Manager
100489,3,Troy University,16,Bachelor of Science,0703 4399,Mathematics/Business,CenturyTel,Dothan,AL,"Specialist II
Engineering Dept Specialist"
1005173,6,STATE UNIVERSITY OF NEW YORK,16,DECEMBER,4001,Accounting,"OBERON MEDIA, INC",NEW YORK,NY,Director of Royalties
1005173,6,STATE UNIVERSITY OF NEW YORK,16,DECEMBER,4001,Accounting,EISNERAMPER LLP/WEISER LLP,NEW YORK,NY,Manager
1005173,6,STATE UNIVERSITY OF NEW YORK,16,DECEMBER,4001,Accounting,PRICEWATERHOUSECOOPERS LLP,NEW YORK,NY,Tax Associate
1005173,6,STATE UNIVERSITY OF NEW YORK,16,DECEMBER,4001,Accounting,EMI MUSIC PUBLISHING,NEW YORK,NY,Royalty Accountant
1005173,6,STATE UNIVERSITY OF NEW YORK,16,DECEMBER,4001,Accounting,"SKLAR HEYMAN & COMPANY, LLP",BELLMORE,NY,Staff Accountant
100546,4,Montclair State University,16,Bachelor of Arts,2102,Sociology,City of Paterson Municipal Court,Paterson,NJ,Clerk-Typist/Court Attendant
100546,4,Montclair State University,16,Bachelor of Arts,2102,Sociology,Public School #4,Paterson,NJ,Computer Lab Assistant
100546,4,Montclair State University,16,Bachelor of Arts,2102,Sociology,Passaic County Community College,Paterson,NJ,Administrative Assistant
100546,5,Passaic County Community College,14,Associates Degree,1612,Office Systems Technology,City of Paterson Municipal Court,Paterson,NJ,Clerk-Typist/Court Attendant
100546,5,Passaic County Community College,14,Associates Degree,1612,Office Systems Technology,Public School #4,Paterson,NJ,Computer Lab Assistant
100546,5,Passaic County Community College,14,Associates Degree,1612,Office Systems Technology,Passaic County Community College,Paterson,NJ,Administrative Assistant
100611,6,Oakwood University,16,Bachelor of Arts,1902,Political Science,"RestoreCare, Inc",Huntsville,AL,Direct Care Worker
100611,6,Oakwood University,16,Bachelor of Arts,1902,Political Science,The Pathfinder,Huntsville,AL,Office Assistant
100611,6,Oakwood University,16,Bachelor of Arts,1902,Political Science,West Corporation,Huntsville,AL,Customer Service Representative
100611,6,Oakwood University,16,Bachelor of Arts,1902,Political Science,Clementine's Catering,Huntsville,AL,"Cashier, Server"
100611,6,Oakwood University,16,Bachelor of Arts,1902,Political Science,Burger King,Getzville,NY,Cashier
100616,9,Mott Community College,16,Bachelor of Science,4304,Internet Marketing,Cozee Carriers,Flint,MI,Business Owner
100616,9,Mott Community College,16,Bachelor of Science,4304,Internet Marketing,FedEx Office,Flint,MI,Customer Service Rep
100616,9,Mott Community College,16,Bachelor of Science,4304,Internet Marketing,"Entech Personnel Services, Inc",Troy,MI,Call Center Representative
100616,9,Mott Community College,16,Bachelor of Science,4304,Internet Marketing,J. C. Penney,Flint,MI,Seasonal Wardrobe Specialist
100616,9,Mott Community College,16,Bachelor of Science,4304,Internet Marketing,"Meijer, Inc",Burton,MI,Gas Station Retail Clerk
100616,9,Mott Community College,16,Bachelor of Science,4304,Internet Marketing,Today's Office Staffing,Troy,MI,Customer Service Rep
100616,9,Mott Community College,16,Bachelor of Science,4304,Internet Marketing,GM Service & Parts Operations SPAC,Flint,MI,Call Center Agent
100616,9,Mott Community College,16,Bachelor of Science,4304,Internet Marketing,Adecco Employment,Grand Blanc,MI,Clerical Assistant/Call Center
1006205,4,Temple University,16,Bachelor of Science,1502,Mechanical Engineering,Tada Design,Philadelphia,PA,Web Developer
1006205,4,Temple University,16,Bachelor of Science,1502,Mechanical Engineering,United States Patent and Trademark Office,Alexandria,VA,Extern
1006205,4,Temple University,16,Bachelor of Science,1502,Mechanical Engineering,CVS Pharmacy,Yeadon,PA,Pharmacy Technician
1006207,4,Temple University,16,Bachelor of Science,1502,Mechanical Engineering,Tada Design,Philadelphia,PA,Web Developer
1006207,4,Temple University,16,Bachelor of Science,1502,Mechanical Engineering,United States Patent and Trademark Office,Alexandria,VA,Extern
1006207,4,Temple University,16,Bachelor of Science,1502,Mechanical Engineering,CVS Pharmacy,Yeadon,PA,Pharmacy Technician
100647,5,UNIVERSITY OF TENNESSEE,16,Bachelor of Science,4201,Business Administration,PLAYCORE,Chattanooga,TN,Intern
100647,5,UNIVERSITY OF TENNESSEE,16,Bachelor of Science,4201,Business Administration,CREATIVE DISCOVERY MUSEUM,Chattanooga,TN,Intern
100647,5,UNIVERSITY OF TENNESSEE,16,Bachelor of Science,4201,Business Administration,CHILI'S,Hixson,TN,Hostess
100647,5,UNIVERSITY OF TENNESSEE,16,Bachelor of Science,4201,Business Administration,OLIVE GARDEN,Johnson City,TN,Hostess
100653,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Baton Rouge Community College,Baton Rouge,LA,Epic Credentialed Resolute Professional Billing Trainer
100653,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Baton Rouge Community College,Baton Rouge,LA,Medical Billing and Coding Instructor
100653,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Blue Cross and Blue Shield of Louisiana,Baton Rouge,LA,Senior Pharmacy Data and Reporting Analyst
100653,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Our Lady of the Lake RMC,Baton Rouge,LA,Pharmacy Data Analyst
100653,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Woman's Hospital,Baton Rouge,LA,Revenue Management Analyst
100653,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Methodist Alliance Homecare,Memphis,TN,Patient Accounting Supervisor
100653,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Baptist Home Medical Equipment,Memphis,TN,DME Coordinator
100653,9,University of Memphis,16,BBA,4001,Accounting,Baton Rouge Community College,Baton Rouge,LA,Epic Credentialed Resolute Professional Billing Trainer
100653,9,University of Memphis,16,BBA,4001,Accounting,Baton Rouge Community College,Baton Rouge,LA,Medical Billing and Coding Instructor
100653,9,University of Memphis,16,BBA,4001,Accounting,Blue Cross and Blue Shield of Louisiana,Baton Rouge,LA,Senior Pharmacy Data and Reporting Analyst
100653,9,University of Memphis,16,BBA,4001,Accounting,Our Lady of the Lake RMC,Baton Rouge,LA,Pharmacy Data Analyst
100653,9,University of Memphis,16,BBA,4001,Accounting,Woman's Hospital,Baton Rouge,LA,Revenue Management Analyst
100653,9,University of Memphis,16,BBA,4001,Accounting,Methodist Alliance Homecare,Memphis,TN,Patient Accounting Supervisor
100653,9,University of Memphis,16,BBA,4001,Accounting,Baptist Home Medical Equipment,Memphis,TN,DME Coordinator
100661,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Baton Rouge Community College,Baton Rouge,LA,Epic Credentialed Resolute Professional Billing Trainer
100661,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Baton Rouge Community College,Baton Rouge,LA,Medical Billing and Coding Instructor
100661,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Blue Cross and Blue Shield of Louisiana,Baton Rouge,LA,Senior Pharmacy Data and Reporting Analyst
100661,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Our Lady of the Lake RMC,Baton Rouge,LA,Pharmacy Data Analyst
100661,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Woman's Hospital,Baton Rouge,LA,Revenue Management Analyst
100661,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Methodist Alliance Homecare,Memphis,TN,Patient Accounting Supervisor
100661,8,Southeastern Louisiana University,18,MBA,4201,Healthcare Management,Baptist Home Medical Equipment,Memphis,TN,DME Coordinator
100661,9,University of Memphis,16,BBA,4001,Accounting,Baton Rouge Community College,Baton Rouge,LA,Epic Credentialed Resolute Professional Billing Trainer
100661,9,University of Memphis,16,BBA,4001,Accounting,Baton Rouge Community College,Baton Rouge,LA,Medical Billing and Coding Instructor
100661,9,University of Memphis,16,BBA,4001,Accounting,Blue Cross and Blue Shield of Louisiana,Baton Rouge,LA,Senior Pharmacy Data and Reporting Analyst
100661,9,University of Memphis,16,BBA,4001,Accounting,Our Lady of the Lake RMC,Baton Rouge,LA,Pharmacy Data Analyst
100661,9,University of Memphis,16,BBA,4001,Accounting,Woman's Hospital,Baton Rouge,LA,Revenue Management Analyst
100661,9,University of Memphis,16,BBA,4001,Accounting,Methodist Alliance Homecare,Memphis,TN,Patient Accounting Supervisor
100661,9,University of Memphis,16,BBA,4001,Accounting,Baptist Home Medical Equipment,Memphis,TN,DME Coordinator
100676,4,UNIVERSITY OF KENTUCKY,16,Bachelor of Arts,0402,Computer Sciences,"DEALERTRACK, Inc",Lake Success,NY,Senior Systems Architect
100676,4,UNIVERSITY OF KENTUCKY,16,Bachelor of Arts,0402,Computer Sciences,"DEALERWARE, LLC",Marion,IL,Software Developer
100676,4,UNIVERSITY OF KENTUCKY,16,Bachelor of Arts,0402,Computer Sciences,"INTEGRATED MORTGAGE SOLUTIONS, LLC",Houston,TX,Programming/IT Supervisor
100676,5,UNIVERSITY OF KENTUCKY,16,Bachelor of Science,0202,Biology,"DEALERTRACK, Inc",Lake Success,NY,Senior Systems Architect
100676,5,UNIVERSITY OF KENTUCKY,16,Bachelor of Science,0202,Biology,"DEALERWARE, LLC",Marion,IL,Software Developer
100676,5,UNIVERSITY OF KENTUCKY,16,Bachelor of Science,0202,Biology,"INTEGRATED MORTGAGE SOLUTIONS, LLC",Houston,TX,Programming/IT Supervisor
100793,4,"University of Texas Southwestern Medical
        Center at Dallas & University of Texas",18,M. S,1203,Electrical Engineering,RBC Product Development,Lenexa,KS,Biomedical Research Engineer
100793,4,"University of Texas Southwestern Medical
        Center at Dallas & University of Texas",18,M. S,1203,Electrical Engineering,Imaging and Biomedical Optics Lab,Arlington,TX,Post Doctoral Research Associate
100793,4,"University of Texas Southwestern Medical
        Center at Dallas & University of Texas",18,M. S,1203,Electrical Engineering,"Imaging and Biomedical Optics Lab, University of Texas",Arlington,TX,Graduate Research Assistant
100800,3,The University of North Carolina at Pembroke,16,Bachelors of Arts,2501,English,Security Management of South Carolina,Sumter,SC,Security Officer
100800,3,The University of North Carolina at Pembroke,16,Bachelors of Arts,2501,English,Jason's Deli,Durham,NC,Cashier/Customer Service Representative
1008364,5,Rutgers University,18,Masters,4001,Accounting,US Foods,Perth Amboy,NJ,Accountant
1008364,5,Rutgers University,18,Masters,4001,Accounting,Broadridge Financial,Jersey City,NJ,Financial Analyst
1008364,5,Rutgers University,18,Masters,4001,Accounting,Michael Kors,Secaucus,NJ,Accounts Receivable Clerk
1008364,5,Rutgers University,18,Masters,4001,Accounting,Gucci Group,Secaucus,NJ,Tax Intern
1008364,6,Rutgers University,16,Bachelor's Degree,4001,Accounting,US Foods,Perth Amboy,NJ,Accountant
1008364,6,Rutgers University,16,Bachelor's Degree,4001,Accounting,Broadridge Financial,Jersey City,NJ,Financial Analyst
1008364,6,Rutgers University,16,Bachelor's Degree,4001,Accounting,Michael Kors,Secaucus,NJ,Accounts Receivable Clerk
1008364,6,Rutgers University,16,Bachelor's Degree,4001,Accounting,Gucci Group,Secaucus,NJ,Tax Intern
100845,5,Tennessee Technological University,16,Bachelor's Degree,2799,History,Multiplan,Chattanooga,TN,Network Operations Analyst
100845,5,Tennessee Technological University,16,Bachelor's Degree,2799,History,Unum,Chattanooga,TN,Disability Benefits Specialists / Medical Records Specialists
100845,5,Tennessee Technological University,16,Bachelor's Degree,2799,History,Blue Cross Blue Shield of Tennessee,Chattanooga,TN,Claims Processor
100845,5,Tennessee Technological University,16,Bachelor's Degree,2799,History,Verizon Enterprise Solutions,Alpharetta,GA,Premium Account Representative
100845,6,American Intercontinental University,16,Bachelor's Degree,0499,Visual Communications,Multiplan,Chattanooga,TN,Network Operations Analyst
100845,6,American Intercontinental University,16,Bachelor's Degree,0499,Visual Communications,Unum,Chattanooga,TN,Disability Benefits Specialists / Medical Records Specialists
100845,6,American Intercontinental University,16,Bachelor's Degree,0499,Visual Communications,Blue Cross Blue Shield of Tennessee,Chattanooga,TN,Claims Processor
100845,6,American Intercontinental University,16,Bachelor's Degree,0499,Visual Communications,Verizon Enterprise Solutions,Alpharetta,GA,Premium Account Representative
10097,5,"University of Illinois at Chicago
                              College of Business Administration",16,Bachelor of Science,4304 4201,Marketing and Management,American Planning Association,Chicago,Illinois,Marketing Associate
10097,5,"University of Illinois at Chicago
                              College of Business Administration",16,Bachelor of Science,4304 4201,Marketing and Management,October        American Planning Association,Chicago,Illinois,Marketing Assistant
10097,5,"University of Illinois at Chicago
                              College of Business Administration",16,Bachelor of Science,4304 4201,Marketing and Management,May          American Planning Association,Chicago,Illinois,Marketing Intern
10097,5,"University of Illinois at Chicago
                              College of Business Administration",16,Bachelor of Science,4304 4201,Marketing and Management,"Lisa M. Dietlin and Associates, Inc",Chicago,Illinois,Marketing Intern
101001,4,Albany State University,16,Bachelor of Science,0402,Computer Science,Albany State University,Albany,GA,Student Technician
101001,4,Albany State University,16,Bachelor of Science,0402,Computer Science,Target,Albany,GA,Electronics Sales Associate
101001,4,Albany State University,16,Bachelor of Science,0402,Computer Science,iMagine National Science Foundation,Montclair,NJ,Intern
10103,5,San Jose State University,16,B.A,2102 0502,Sociology/Behavioral Science,Project Hosts. Inc,Sunnyvale,CA,Marketing Associate
10103,5,San Jose State University,16,B.A,2102 0502,Sociology/Behavioral Science,"Phonezoo Communications, Inc",Sunnyvale,CA,Social Marketing Manager
10103,5,San Jose State University,16,B.A,2102 0502,Sociology/Behavioral Science,Parrot AT&T,Santa Clara,CA,Retail Sales Consultant
10103,5,San Jose State University,16,B.A,2102 0502,Sociology/Behavioral Science,"U-Save Mortgage, Inc",San Jose,CA,Office Manager
10103,6,De Anza College,14,A.A,2102,Sociology/Transfer Studies,Project Hosts. Inc,Sunnyvale,CA,Marketing Associate
10103,6,De Anza College,14,A.A,2102,Sociology/Transfer Studies,"Phonezoo Communications, Inc",Sunnyvale,CA,Social Marketing Manager
10103,6,De Anza College,14,A.A,2102,Sociology/Transfer Studies,Parrot AT&T,Santa Clara,CA,Retail Sales Consultant
10103,6,De Anza College,14,A.A,2102,Sociology/Transfer Studies,"U-Save Mortgage, Inc",San Jose,CA,Office Manager
101077,6,Boston College,18,M.A,2501,English,University of Kentucky,Lexington,KY,Teaching Assistant
101077,6,Boston College,18,M.A,2501,English,Boston College,Chestnut Hill,MA,Teaching Fellow
101077,6,Boston College,18,M.A,2501,English,Boston College,Chestnut Hill,MA,Writing Tutor
101077,6,Boston College,18,M.A,2501,English,Houghton Mifflin Harcourt,Boston,MA,Assistant Manuscript Editor
101077,6,Boston College,18,M.A,2501,English,Endicott College,Beverly,MA,Professional Tutor
101077,7,Endicott College,16,B.A,2501,English,University of Kentucky,Lexington,KY,Teaching Assistant
101077,7,Endicott College,16,B.A,2501,English,Boston College,Chestnut Hill,MA,Teaching Fellow
101077,7,Endicott College,16,B.A,2501,English,Boston College,Chestnut Hill,MA,Writing Tutor
101077,7,Endicott College,16,B.A,2501,English,Houghton Mifflin Harcourt,Boston,MA,Assistant Manuscript Editor
101077,7,Endicott College,16,B.A,2501,English,Endicott College,Beverly,MA,Professional Tutor
1011235,5,San Diego State University,16,Bachelor of Science,4201,Business Administration,"Cornerstone OnDemand, Inc",Santa Monica,CA,Senior Accountant
1011235,5,San Diego State University,16,Bachelor of Science,4201,Business Administration,"PricewaterhouseCoopers, LLP",Los Angeles,CA,Experienced Associate
1011235,5,San Diego State University,16,Bachelor of Science,4201,Business Administration,"Imagine Communications, Inc",San Diego,CA,Staff Accountant
1011235,5,San Diego State University,16,Bachelor of Science,4201,Business Administration,"Considine & Considine, Certified Public Accountants",San Diego,CA,Accountant
101236,5,Riddle Aeronautical University,16,Bachelor,1601,Professional Aeronautics,L-3 Communications,Greenville,TX,Lead Mechanic
101236,5,Riddle Aeronautical University,16,Bachelor,1601,Professional Aeronautics,Home Depot Expo,Dallas,Tx,Plumbing Associate
101236,5,Riddle Aeronautical University,16,Bachelor,1601,Professional Aeronautics,EUA Corporate Jets,Addison,Tx,Aircraft Maintenance Technician
101236,5,Riddle Aeronautical University,16,Bachelor,1601,Professional Aeronautics,Continental Airlines,Los Angeles,CA,Lead Mechanic (Supervisor)
1012439,6,NORTHEASTERN UNIVERSITY,16,BS,0402,Computer Science,American Express,New York,NY,Mobile Developer
1012439,6,NORTHEASTERN UNIVERSITY,16,BS,0402,Computer Science,Deloitte,Princeton,NJ,Mobile Developer
1012439,6,NORTHEASTERN UNIVERSITY,16,BS,0402,Computer Science,KPMG,Woodcliff Lake,NJ,Application Developer
1012439,6,NORTHEASTERN UNIVERSITY,16,BS,0402,Computer Science,Fidelity Investments,Salt Lake City,UT,Application Developer
1012439,6,NORTHEASTERN UNIVERSITY,16,BS,0402,Computer Science,eDeposit Corporation,Silver Spring,MD,Web Developer
101259,3,North Carolina State University,16,B.S,1001,Chemical Engineering,"Enthalpy Analytical, Inc",Durham,NC,FTIR Group Leader
101259,3,North Carolina State University,16,B.S,1001,Chemical Engineering,"Enthalpy Analytical, Inc",Durham,NC,FTIR/GC Analyst
101259,4,North Carolina State University,16,B.A,0301,Chemistry,"Enthalpy Analytical, Inc",Durham,NC,FTIR Group Leader
101259,4,North Carolina State University,16,B.A,0301,Chemistry,"Enthalpy Analytical, Inc",Durham,NC,FTIR/GC Analyst
101262,5,University of TN,16,B.S,4201 2999,"Business Administration, Management, Human Resources",Audibel Hearing Aid Center,Hixson,TN,Patient Services Coordinator
101262,5,University of TN,16,B.S,4201 2999,"Business Administration, Management, Human Resources",Yankee Candle Company,Chattanooga,TN,Second Assistant Manager
101262,5,University of TN,16,B.S,4201 2999,"Business Administration, Management, Human Resources",Debitek,Chattanooga,TN,Receptionist/Administrative Assistant
101262,5,University of TN,16,B.S,4201 2999,"Business Administration, Management, Human Resources",NK Lawn and Garden,Chattanooga,TN,Customer Service Representative
101297,3,CTU,18,Master of Business Administration (MBA),4504,Information SecurityManagement,IBG,Mclean,VA,"Senior DoD / Intelligence Technical Recruiter, Recruiting Manager"
